Time	Force
0.45	624.884343
0.452	627.738755
0.454	640.509715
0.456	645.464814
0.458	652.536293
0.46	668.061356
0.462	680.790027
0.464	689.272653
0.466	702.31583
0.468	712.921178
0.47	730.579855
0.472	741.855322
0.474	757.769404
0.476	771.194288
0.478	783.528907
0.48	800.506137
0.482	810.397971
0.484	819.568466
0.486	826.645516
0.488	833.009581
0.49	834.407785
0.492	836.539309
0.494	835.835644
0.496	834.766622
0.498	830.53412
0.5	826.644599
0.502	822.402436
0.504	814.632137
0.506	808.266872
0.508	801.551381
0.51	793.075166
0.512	784.947852
0.514	780.002806
0.516	773.296811
0.518	764.817993
0.52	760.943842
0.522	755.303158
0.524	749.659814
0.526	747.200674
0.528	741.566245
0.53	738.043876
0.532	730.990552
0.534	731.008925
0.536	726.426083
0.538	721.13358
0.54	721.150593
0.542	719.041627
0.544	718.349237
0.546	716.593805
0.548	714.131073
0.55	712.723188
0.552	710.255988
0.554	711.325724
0.556	707.445558
0.558	705.680469
0.56	706.040326
0.562	705.693787
0.564	703.580396
0.566	703.232019
0.568	701.472977
0.57	703.948564
0.572	700.414903
0.574	702.185407
0.576	700.42366
0.578	698.298102
0.58	699.714839
0.582	699.361752
0.584	699.710843
0.586	699.001696
0.588	699.706992
0.59	697.224368
0.592	696.86652
0.594	697.566332
0.596	696.147162
0.598	694.019876
0.6	694.724837
0.602	695.774833
0.604	696.831704
0.606	696.119669
0.608	698.239048
0.61	695.403587
0.612	695.401421
0.614	696.81186
0.616	696.103014
0.618	694.684472
0.62	696.453668
0.622	695.746283
0.624	695.038502
0.626	696.806067
0.628	695.74892
0.63	696.100461
0.632	697.516667
0.634	698.226295
0.636	697.165308
0.638	695.042277
0.64	699.99332
0.642	699.287379
0.644	697.516128
0.646	700.695902
0.648	701.755403
0.65	702.106995
0.652	703.516653
0.654	706.340762
0.656	705.985785
0.658	707.037106
0.66	710.570542
0.662	712.335279
0.664	714.802564
0.666	719.040336
0.668	720.808766
0.67	721.504035
0.672	723.267201
0.674	727.152607
0.676	726.436431
0.678	726.425372
0.68	727.83447
0.682	729.949665
0.684	727.818734
0.686	730.645827
0.688	729.933388
0.69	728.868438
0.692	726.743076
0.694	727.445013
0.696	727.086804
0.698	723.899363
0.7	724.252269
0.702	722.833192
0.704	720.355756
0.706	718.584985
0.708	717.173979
0.71	713.281344
0.712	711.511253
0.714	710.102024
0.716	706.916775
0.718	699.491176
0.72	700.556975
0.722	698.43817
0.724	692.074951
0.726	690.666058
0.728	688.195937
0.73	683.95594
0.732	680.427027
0.734	679.018839
0.736	675.485849
0.738	671.24691
0.74	671.606698
0.742	669.843095
0.744	667.373207
0.746	669.14397
0.748	665.261931
0.75	666.675801
0.752	664.911073
0.754	665.623537
0.756	664.921885
0.758	661.740444
0.76	667.049662
0.762	666.698992
0.764	667.760496
0.766	670.941698
0.768	671.300663
0.77	673.417981
0.772	673.064792
0.774	676.959205
0.776	679.431459
0.778	681.901117
0.78	686.868545
0.782	693.945226
0.784	697.848251
0.786	704.936903
0.788	706.706457
0.79	712.722359
0.792	713.78774
0.794	719.083339
0.796	720.49867
0.798	721.553524
0.8	725.793529
0.802	726.50308
0.804	726.151016
0.806	731.451855
0.808	731.460328
0.81	733.227086
0.812	732.164749
0.814	732.875107
0.816	731.812727
0.818	729.690469
0.82	731.813097
0.822	731.106442
0.824	729.693124
0.826	726.867638
0.828	726.161103
0.83	724.392412
0.832	725.10167
0.834	725.459654
0.836	722.629795
0.838	721.920872
0.84	724.046842
0.842	723.692595
0.844	719.803295
0.846	720.864952
0.848	722.632182
0.85	722.982004
0.852	721.21302
0.854	724.042965
0.856	724.394298
0.858	720.857673
0.86	723.334531
0.862	724.748596
0.864	724.393241
0.866	724.748983
0.868	725.807753
0.87	723.685554
0.872	724.036888
0.874	728.985646
0.876	727.216671
0.878	724.383771
0.88	725.79934
0.882	727.563932
0.884	726.498966
0.886	725.790205
0.888	726.848924
0.89	727.552908
0.892	726.488001
0.894	725.072173
0.896	725.070266
0.898	722.59084
0.9	724.709059
0.902	725.065077
0.904	722.231841
0.906	721.169109
0.908	719.403752
0.91	721.873462
0.912	718.689296
0.914	720.104066
0.916	719.04167
0.918	715.856293
0.92	718.684064
0.922	716.56153
0.924	714.088384
0.926	714.443345
0.928	714.799018
0.93	710.907096
0.932	710.910681
0.934	711.973086
0.936	709.499562
0.938	708.085042
0.94	706.673975
0.942	707.734893
0.944	705.263561
0.946	707.031487
0.948	704.55951
0.95	704.207463
0.952	705.269439
0.954	705.269096
0.956	703.854651
0.958	703.502527
0.96	703.859035
0.962	704.214012
0.964	703.509154
0.966	704.215826
0.968	703.863065
0.97	705.278532
0.972	706.339383
0.974	706.692228
0.976	705.985926
0.978	706.338986
0.98	709.167153
0.982	710.584484
0.984	709.874857
0.986	711.99593
0.988	711.995964
0.99	711.640978
0.992	711.640608
0.994	711.641751
0.996	713.05391
0.998	710.223594
1	713.761681
1.002	712.343628
1.004	713.051366
1.006	713.756585
1.008	712.340749
1.01	713.044095
1.012	714.455187
1.014	712.33567
1.016	710.567004
1.018	711.624521
1.02	712.684399
1.022	711.975226
1.024	711.618427
1.026	710.556854
1.028	710.199677
1.03	709.135132
1.032	710.548819
1.034	710.19281
1.036	710.187294
1.038	709.479144
1.04	710.538619
1.042	709.828337
1.044	711.241596
1.046	711.240178
1.048	708.409855
1.05	708.763019
1.052	711.235701
1.054	711.94527
1.056	711.943422
1.058	709.116021
1.06	711.236372
1.062	709.46848
1.064	709.467716
1.066	709.113125
1.068	710.52897
1.07	709.821593
1.072	708.408971
1.074	710.88393
1.076	710.886792
1.078	707.704062
1.08	711.947291
1.082	710.534367
1.084	711.59704
1.086	711.24208
1.088	710.184873
1.09	710.182673
1.092	711.597813
1.094	711.244691
1.096	711.597134
1.098	710.535476
1.1	711.949954
1.102	713.364019
1.104	712.653687
1.106	712.653377
1.108	711.241209
1.11	711.591091
1.112	713.356808
1.114	714.414848
1.116	713.00153
1.118	712.293397
1.12	715.828544
1.122	712.997602
1.124	712.995754
1.126	714.760817
1.128	712.638309
1.13	712.98929
1.132	713.691562
1.134	714.394994
1.136	713.332296
1.138	712.976923
1.14	716.509518
1.142	714.385566
1.144	714.381201
1.146	713.671263
1.148	714.377213
1.15	710.838104
1.152	713.665806
1.154	715.079855
1.156	712.604174
1.158	711.188303
1.16	712.60383
1.162	711.896428
1.164	712.249566
1.166	712.603099
1.168	711.54292
1.17	708.008932
1.172	711.544699
1.174	709.070959
1.176	711.193433
1.178	710.134664
1.18	709.07566
1.182	708.018058
1.184	709.433508
1.186	709.083309
1.188	707.31503
1.19	707.317952
1.192	707.317909
1.194	706.965888
1.196	705.906816
1.198	706.614864
1.2	705.552519
1.202	706.262121
1.204	704.848012
1.206	707.676806
1.208	707.326942
1.21	709.446142
1.212	708.035393
1.214	708.741343
1.216	708.387037
1.218	706.623081
1.22	708.390672
1.222	709.804695
1.224	709.803174
1.226	710.510904
1.228	706.973969
1.23	709.447072
1.232	708.034099
1.234	710.506152
1.236	709.444822
1.238	710.504203
1.24	711.206474
1.242	711.206113
1.244	710.850708
1.246	711.554827
1.248	710.494269
1.25	710.48913
1.252	709.782467
1.254	711.902474
1.256	709.425685
1.258	708.361475
1.26	710.479609
1.262	710.830582
1.264	710.474488
1.266	712.593747
1.268	709.055712
1.27	711.172772
1.272	712.584931
1.274	712.227142
1.276	714.345612
1.278	710.809777
1.28	712.931168
1.282	713.986227
1.284	711.865901
1.286	713.632736
1.288	712.925694
1.29	712.925342
1.292	713.27995
1.294	714.694737
1.296	712.927172
1.298	711.86774
1.3	715.756361
1.302	712.93195
1.304	712.222717
1.306	712.223499
1.308	709.75184
1.31	711.166644
1.312	711.52157
1.314	711.876212
1.316	710.817124
1.318	710.111561
1.32	712.58939
1.322	711.174989
1.324	711.176055
1.326	711.174989
1.328	709.408859
1.33	710.824721
1.332	712.59294
1.334	713.654271
1.336	713.302525
1.338	711.183988
1.34	711.183618
1.342	712.248163
1.344	711.185356
1.346	713.665041
1.348	711.895276
1.35	710.484141
1.352	711.195144
1.354	710.843836
1.356	710.49026
1.358	710.142201
1.36	710.849578
1.362	711.913023
1.364	712.266824
1.366	712.976023
1.368	710.499998
1.37	712.977097
1.372	713.331628
1.374	715.455992
1.376	714.747087
1.378	714.042976
1.38	715.458073
1.382	713.338478
1.384	714.043234
1.386	715.104884
1.388	713.340232
1.39	713.694126
1.392	712.634307
1.394	713.694865
1.396	713.693018
1.398	710.509264
1.4	712.276442
1.402	712.275377
1.404	711.920425
1.406	714.396509
1.408	711.562955
1.41	712.625351
1.412	713.33272
1.414	716.512537
1.416	716.160104
1.418	714.391817
1.42	716.512872
1.422	716.159734
1.424	714.74352
1.426	714.741379
1.428	715.447648
1.43	714.386411
1.432	715.800837
1.434	717.917948
1.436	715.08839
1.438	713.31902
1.44	713.317224
1.442	713.315805
1.444	712.958611
1.446	712.604097
1.448	710.833954
1.45	709.415222
1.452	709.768008
1.454	708.70285
1.456	706.226473
1.458	707.283344
1.46	707.991141
1.462	708.341014
1.464	706.922608
1.466	707.983124
1.468	705.503094
1.47	706.210488
1.472	706.917143
1.474	707.621314
1.476	706.202874
1.478	703.728267
1.48	704.430557
1.482	705.840962
1.484	704.424352
1.486	704.778642
1.488	703.713323
1.49	703.005225
1.492	701.23478
1.494	704.066865
1.496	703.710754
1.498	700.172752
1.5	700.1768
1.502	701.234789
1.504	700.171308
1.506	700.529242
1.508	699.10972
1.51	699.111937
1.512	699.112675
1.514	700.172898
1.516	698.760628
1.518	695.934018
1.52	696.996397
1.522	699.119661
1.524	696.644342
1.526	697.353205
1.528	697.710675
1.53	698.770519
1.532	697.711448
1.534	698.065024
1.536	695.945
1.538	694.881546
1.54	695.237287
1.542	694.17422
1.544	694.526997
1.546	694.172827
1.548	695.586455
1.55	696.292783
1.552	695.583946
1.554	696.292843
1.556	695.938243
1.558	695.939679
1.56	699.47297
1.562	699.826134
1.564	698.764115
1.566	703.358644
1.568	701.590735
1.57	701.235809
1.572	703.004766
1.574	704.416692
1.576	704.769805
1.578	703.001526
1.58	703.354656
1.582	705.829933
1.584	706.18229
1.586	705.828404
1.588	706.890682
1.59	705.480277
1.592	706.187594
1.594	708.311933
1.596	705.485925
1.598	707.257804
1.6	705.491683
1.602	707.261724
1.604	706.554974
1.606	707.268196
1.608	706.563268
1.61	708.686464
1.612	709.746199
1.614	707.628477
1.616	708.33906
1.618	707.277041
1.62	709.753032
1.622	708.696135
1.624	711.527026
1.626	712.589758
1.628	711.880869
1.63	711.884152
1.632	711.176397
1.634	713.299653
1.636	713.302146
1.638	711.181837
1.64	713.302507
1.642	714.718386
1.644	713.303556
1.646	712.598404
1.648	713.305017
1.65	715.428994
1.652	713.661438
1.654	714.370713
1.656	713.307242
1.658	712.603148
1.66	713.665141
1.662	711.545202
1.664	711.89944
1.666	713.315638
1.668	711.548098
1.67	712.611217
1.672	712.965843
1.674	715.089141
1.676	713.674009
1.678	712.968085
1.68	714.737867
1.682	715.090326
1.684	715.443078
1.686	716.149406
1.688	715.796259
1.69	716.855012
1.692	715.793414
1.694	717.208974
1.696	717.560265
1.698	718.975414
1.7	718.620454
1.702	715.086139
1.704	716.852192
1.706	718.972543
1.708	718.266232
1.71	716.852587
1.712	716.145571
1.714	716.146319
1.716	715.79349
1.718	715.442148
1.72	714.731841
1.722	713.674231
1.724	712.967542
1.726	715.443558
1.728	712.969674
1.73	714.739052
1.732	713.679947
1.734	712.974099
1.736	712.971117
1.738	711.206844
1.74	711.913137
1.742	711.207909
1.744	712.268408
1.746	712.62268
1.748	711.914539
1.75	709.792417
1.752	710.49976
1.754	711.204996
1.756	710.85441
1.758	707.321531
1.76	709.43933
1.762	709.792494
1.764	708.379175
1.766	709.084437
1.768	706.610226
1.77	708.730216
1.772	706.609194
1.774	707.667595
1.776	706.963492
1.778	706.610706
1.78	706.96094
1.782	706.962065
1.784	705.551333
1.786	707.669124
1.788	706.611169
1.79	706.257334
1.792	705.196819
1.794	705.905725
1.796	704.493171
1.798	702.372476
1.8	705.555551
1.802	705.557415
1.804	704.144827
1.806	705.557802
1.808	705.559993
1.81	706.267395
1.812	706.619795
1.814	704.50172
1.816	707.684013
1.818	705.562218
1.82	707.330178
1.822	708.036086
1.824	707.680352
1.826	708.033198
1.828	708.738349
1.83	708.73798
1.832	708.031703
1.834	710.502606
1.836	710.149098
1.838	709.090388
1.84	711.56307
1.842	711.208505
1.844	709.438715
1.846	712.266064
1.848	712.620999
1.85	711.561189
1.852	712.267071
1.854	712.618069
1.856	712.619152
1.858	712.269623
1.86	712.268918
1.862	712.266323
1.864	712.97328
1.866	713.680338
1.868	712.618294
1.87	712.972583
1.872	712.267682
1.874	714.391333
1.876	713.683888
1.878	712.622969
1.88	713.687154
1.882	713.333981
1.884	714.042063
1.886	713.690007
1.888	715.458982
1.89	712.633849
1.892	714.049677
1.894	716.878101
1.896	714.758876
1.898	713.696152
1.9	713.344844
1.902	714.761445
1.904	713.347027
1.906	714.406871
1.908	712.639281
1.91	714.761093
1.912	714.406863
1.914	715.467816
1.916	712.638652
1.918	712.286966
1.92	714.402162
1.922	713.699227
1.924	713.345341
1.926	715.462066
1.928	713.691965
1.93	715.107148
1.932	715.10677
1.934	716.874378
1.936	715.811276
1.938	714.042628
1.94	715.454468
1.942	715.806567
1.944	715.100222
1.946	714.037936
1.948	715.099895
1.95	714.745295
1.952	713.680775
1.954	714.742803
1.956	716.863086
1.958	713.329786
1.96	714.388891
1.962	713.329081
1.964	712.622779
1.966	714.743465
1.968	715.097308
1.97	715.455207
1.972	714.04005
1.974	713.333094
1.976	713.333043
1.978	711.213783
1.98	713.335905
1.982	712.628554
1.984	713.335158
1.986	712.276825
1.988	710.509999
1.99	712.631442
1.992	711.924022
1.994	711.923687
1.996	710.864942
1.998	710.159018
2	709.807349
2.002	709.456058
2.004	710.512904
2.006	710.515482
2.008	708.747917
2.01	709.455336
2.012	711.930218
2.014	710.519159
2.016	709.458636
2.018	707.692859
2.02	708.754155
2.022	708.401403
2.024	711.229063
2.026	710.523954
2.028	709.814352
2.03	710.873844
2.032	710.172294
2.034	711.58562
2.036	710.170497
2.038	710.526918
2.04	711.940598
2.042	713.355763
2.044	714.769778
2.046	714.414474
2.048	713.357198
2.05	712.2967
2.052	712.6491
2.054	715.125528
2.056	714.770903
2.058	713.00302
2.06	714.771642
2.062	713.358014
2.064	716.89122
2.066	714.771668
2.068	715.834693
2.07	715.480119
2.072	715.483032
2.074	716.54212
2.076	715.83581
2.078	715.485198
2.08	713.718414
2.082	714.069395
2.084	714.071209
2.086	715.837657
2.088	712.659334
2.09	713.368189
2.092	714.425413
2.094	712.659343
2.096	714.430501
2.098	711.247813
2.1	712.660392
2.102	713.722007
2.104	713.365896
2.106	712.662188
2.108	712.303894
2.11	711.952251
2.112	713.012388
2.114	714.073676
2.116	712.305389
2.118	712.657797
2.12	712.658192
2.122	714.425027
2.124	713.36483
2.126	715.133813
2.128	713.717951
2.13	714.427931
2.132	713.010935
2.134	713.364125
2.136	713.363747
2.138	712.657814
2.14	713.010961
2.142	713.011708
2.144	711.596602
2.146	711.948331
2.148	712.303979
2.15	711.244976
2.152	711.244245
2.154	714.073434
2.156	710.535777
2.158	712.303695
2.16	712.656472
2.162	711.947282
2.164	712.655733
2.166	712.655793
2.168	712.302251
2.17	714.067977
2.172	714.06875
2.174	712.654375
2.176	713.006044
2.178	711.239948
2.18	711.238504
2.182	711.238521
2.184	709.46947
2.186	708.059477
2.188	708.057973
2.19	708.413672
2.192	704.523969
2.194	705.583762
2.196	705.581201
2.198	702.402199
2.2	703.107402
2.202	702.047978
2.204	700.278952
2.206	700.985658
2.208	699.216297
2.21	698.508928
2.212	698.15139
2.214	696.028194
2.216	697.089818
2.218	694.613449
2.22	695.317569
2.222	694.964137
2.224	694.60586
2.226	693.895991
2.228	691.065391
2.23	691.414584
2.232	689.290649
2.234	687.874117
2.236	687.160569
2.238	687.160191
2.24	685.391989
2.242	685.385768
2.244	683.617498
2.246	681.847401
2.248	680.432244
2.25	678.313027
2.252	676.193793
2.254	676.19302
2.256	673.365696
2.258	670.888915
2.26	670.891451
2.262	669.123181
2.264	668.063345
2.266	666.645283
2.268	666.297962
2.27	665.589864
2.272	664.885744
2.274	665.239295
2.276	663.825942
2.278	662.060586
2.28	662.063533
2.282	663.123352
2.284	662.418192
2.286	663.828983
2.288	661.704662
2.29	662.409176
2.292	661.69672
2.294	659.929636
2.296	659.570352
2.298	658.858988
2.3	656.38084
2.302	655.669561
2.304	654.607618
2.306	653.543192
2.308	650.352546
2.31	647.520958
2.312	645.744393
2.314	642.913872
2.316	639.724032
2.318	635.125533
2.32	632.647377
2.322	629.460718
2.324	624.865863
2.326	621.328541
2.328	617.797442
2.33	614.975506
2.332	611.091217
2.334	611.093323
2.336	607.564341
2.338	606.508435
2.34	606.16029
2.342	606.870126
2.344	606.871854
2.346	605.81415
2.348	608.29296
2.35	611.125368
2.352	611.83303
2.354	614.310481
2.356	616.786463
2.358	616.786748
2.36	617.847649
2.362	616.781308
2.364	618.192057
2.366	618.897268
2.368	618.536481
2.37	616.763888
2.372	617.114869
2.374	614.2803
2.376	611.094775
2.378	608.261998
2.38	606.490126
2.382	601.183966
2.384	598.352973
2.386	595.876277
2.388	590.21764
2.39	586.6811
2.392	581.375929
2.394	578.550452
2.396	573.601686
2.398	569.714149
2.4	566.180522
2.402	562.998951
2.404	559.818093
2.406	557.696324
2.408	553.455286
2.41	550.982595
2.412	547.447499
2.414	543.563278
2.416	542.149573
2.418	539.678696
2.42	538.973777
2.422	537.206259
2.424	534.37927
2.426	533.672589
2.428	532.259598
2.43	530.140768
2.432	526.60165
2.434	524.482828
2.436	526.607527
2.438	522.364282
2.44	523.782267
2.442	523.786615
2.444	525.558805
2.446	526.268666
2.448	528.748946
2.45	531.226355
2.452	535.827716
2.454	539.720614
2.456	543.967401
2.458	545.736006
2.46	549.977732
2.462	552.804704
2.464	555.985536
2.466	559.162338
2.468	560.576352
2.47	561.284863
2.472	562.341391
2.474	565.166575
2.476	564.813865
2.478	563.397702
2.48	562.333981
2.482	559.14739
2.484	557.378475
2.486	552.425393
2.488	549.595568
2.49	545.706646
2.492	542.87603
2.494	538.98752
2.496	539.339945
2.498	535.098945
2.5	532.273056
2.502	530.152446
2.504	526.264212
2.506	523.790429
2.508	519.546831
2.51	517.780829
2.512	517.42806
2.514	516.01475
2.516	517.42989
2.518	513.544905
2.52	512.837536
2.522	512.486942
2.524	510.364837
2.526	510.014663
2.528	506.478131
2.53	505.772258
2.532	502.941719
2.534	500.469784
2.536	495.874946
2.538	495.87388
2.54	493.753236
2.542	492.692729
2.544	490.216008
2.546	490.923024
2.548	490.566225
2.55	491.626001
2.552	494.454434
2.554	497.634519
2.556	500.818616
2.558	508.94813
2.56	514.610393
2.562	523.096732
2.564	532.291135
2.566	540.073006
2.568	545.025718
2.57	552.098059
2.572	555.988047
2.574	559.522748
2.576	564.475889
2.578	567.66149
2.58	568.722375
2.582	571.198425
2.584	573.323494
2.586	576.86409
2.588	577.570787
2.59	578.633502
2.592	580.046837
2.594	580.400774
2.596	581.107463
2.598	582.167248
2.6	582.164386
2.602	582.870662
2.604	585.697651
2.606	591.001
2.608	592.063681
2.61	598.78254
2.612	603.025013
2.614	606.563735
2.616	610.457484
2.618	613.989648
2.62	615.052794
2.622	616.464299
2.624	615.051384
2.626	617.878802
2.628	616.464779
2.63	615.757444
2.632	612.575228
2.634	612.221015
2.636	613.990479
2.638	611.870531
2.64	613.286444
2.642	613.28579
2.644	613.636763
2.646	613.983026
2.648	612.566803
2.65	615.037774
2.652	613.61611
2.654	617.857492
2.656	621.386804
2.658	622.799366
2.66	628.452613
2.662	628.095891
2.664	629.862734
2.666	633.394573
2.668	634.454014
2.67	635.160015
2.672	632.326511
2.674	633.387456
2.676	633.032555
2.678	630.908242
2.68	632.675093
2.682	631.969942
2.684	634.795882
2.686	635.149046
2.688	634.442468
2.69	634.440671
2.692	635.151683
2.694	634.795606
2.696	633.385252
2.698	631.971564
2.7	629.850492
2.702	629.145642
2.704	627.733079
2.706	628.440817
2.708	627.02346
2.71	625.254141
2.712	625.250472
2.714	624.189991
2.716	624.184147
2.718	622.769763
2.72	622.412612
2.722	622.41189
2.724	619.581962
2.726	619.934731
2.728	620.638061
2.73	621.697132
2.732	621.697081
2.734	620.987883
2.736	622.752148
2.738	622.39748
2.74	623.104135
2.742	625.576499
2.744	626.635176
2.746	630.17096
2.748	631.93697
2.75	635.469832
2.752	639.360955
2.754	640.065359
2.756	643.953937
2.758	647.137296
2.76	652.794119
2.762	656.678323
2.764	657.383844
2.766	660.918159
2.768	661.975347
2.77	664.448442
2.772	665.862834
2.774	670.456229
2.776	675.050027
2.778	676.815349
2.78	680.35042
2.782	684.947849
2.784	687.776677
2.786	689.897338
2.788	691.666691
2.79	695.911682
2.792	697.682891
2.794	699.803913
2.796	700.86625
2.798	701.579822
2.8	706.179035
2.802	707.945466
2.804	712.896398
2.806	717.494124
2.808	720.674218
2.81	722.793418
2.812	729.512191
2.814	729.868217
2.816	732.342008
2.818	733.759237
2.82	736.939657
2.822	737.648117
2.824	740.831863
2.826	743.304948
2.828	744.719333
2.83	747.546304
2.832	750.373285
2.834	750.374032
2.836	752.847505
2.838	753.91022
2.84	753.914619
2.842	754.624596
2.844	754.275818
2.846	754.98503
2.848	753.930302
2.85	752.165719
2.852	753.228761
2.854	752.875958
2.856	755.707696
2.858	753.939362
2.86	757.475881
2.862	757.12563
2.864	758.539224
2.866	759.600058
2.868	759.954581
2.87	761.369635
2.872	762.076583
2.874	762.784656
2.876	765.612325
2.878	765.256213
2.88	769.142265
2.882	769.494304
2.884	770.554097
2.886	774.087724
2.888	774.794034
2.89	775.14829
2.892	775.500379
2.894	777.623635
2.896	778.683513
2.898	776.917838
2.9	778.334431
2.902	779.039306
2.904	780.453741
2.906	781.513267
2.908	782.568686
2.91	781.862091
2.912	784.689079
2.914	786.455192
2.916	788.581386
2.918	788.579908
2.92	790.347826
2.922	793.180642
2.924	794.945242
2.926	797.419814
2.928	797.769653
2.93	802.008113
2.932	805.542848
2.934	808.72441
2.936	812.255175
2.938	812.255863
2.94	817.559169
2.942	818.61965
2.944	820.390775
2.946	821.101005
2.948	821.454403
2.95	821.458734
2.952	823.934657
2.954	825.353029
2.956	827.126709
2.958	828.194813
2.96	829.96372
2.962	832.093078
2.964	834.218028
2.966	837.405693
2.968	838.120969
2.97	839.893873
2.972	842.018831
2.974	843.438965
2.976	849.452897
2.978	851.929558
2.98	854.054173
2.982	857.236029
2.984	862.894992
2.986	865.725556
2.988	868.550948
2.99	872.088511
2.992	874.562268
2.994	880.219409
2.996	884.816774
2.998	887.997908
3	893.299779
3.002	897.189449
3.004	902.849947
3.006	908.511178
3.008	912.755799
3.01	915.590084
3.012	920.902542
3.014	924.089914
3.016	928.690639
3.018	931.520868
3.02	936.47473
3.022	939.662145
3.024	946.732639
3.026	951.331877
3.028	955.575373
3.03	960.880561
3.032	965.832911
3.034	967.602188
3.036	974.674903
3.038	977.508363
3.04	984.225358
3.042	986.348193
3.044	991.298361
3.046	997.65969
3.048	1001.548948
3.05	1005.440499
3.052	1012.861974
3.054	1017.105899
3.056	1020.996393
3.058	1025.239192
3.06	1031.251447
3.062	1037.617571
3.064	1041.157066
3.066	1045.406521
3.068	1051.77042
3.07	1056.722168
3.072	1061.317478
3.074	1065.91497
3.076	1069.805456
3.078	1075.107403
3.08	1081.468732
3.082	1087.483849
3.084	1092.077596
3.086	1097.026261
3.088	1100.562749
3.09	1105.159015
3.092	1107.990619
3.094	1110.467298
3.096	1112.943263
3.098	1114.361945
3.1	1117.545636
3.102	1122.143749
