time,ankle_angle_L,ankle_angle_R,hip_angle_L,hip_angle_R,knee_angle_L,knee_angle_R
2.8282828282828283,0.30820901749007684,-0.9513186645587279,-0.6339810106931234,-0.7733486135505292,-0.9932918213982934,0.11563458627616875
2.929292929292929,0.2107085480771929,-0.9775489285796396,-0.7087327452375782,-0.7054770696684662,-0.9765684210694336,0.2152071536216985
3.0303030303030303,0.11106003812412972,-0.993813698804694,-0.7762593971604932,-0.630413632720635,-0.9498895225993829,0.3125858199853547
3.131313131313131,0.010279341240534697,-0.9999471661761239,-0.8358725749030221,-0.5489235270281204,-0.9135271005046187,0.40677787137899274
3.2323232323232323,-0.09060614703340773,-0.9958868038686729,-0.8869645597765383,-0.4618374927400455,-0.867851846707759,0.4968230793410593
3.3333333333333335,-0.19056796287548539,-0.981674004711079,-0.9290145012707622,-0.3700433169625373,-0.8133293915675796,0.5818034898591714
3.4343434343434343,-0.28858705872043244,-0.9574536592123348,-0.9615937267956813,-0.27447678333001596,-0.7505155570716567,0.6608527813313799
3.5353535353535355,-0.38366419180611233,-0.9234726784944765,-0.9843701117278117,-0.17611213228217784,-0.6800506905823178,0.7331650961676454
3.6363636363636362,-0.47483011082223947,-0.8800774771896732,-0.9971114652109238,-0.07595212929816263,-0.602653136899803,0.7980032559988883
3.7373737373737375,-0.5611554368152017,-0.8277104419618857,-0.999687897195144,0.024982157664048845,-0.5191119151908148,0.85470627674478
3.8383838383838382,-0.6417601376193878,-0.7669054216542901,-0.9920731425839605,0.12566176731044648,-0.43027867543654347,0.9026961069288898
3.9393939393939394,-0.7158224992291902,-0.69828228503756,-0.97434482899029,0.22506033462136915,-0.33705901639911373,0.9414835205483216
4.040404040404041,-0.7825875026542022,-0.6225406016393301,-0.9466836853720019,0.3221645539945147,-0.24040325361428003,0.9706731044237643
4.141414141414141,-0.8413745208608701,-0.5404525100747903,-0.9093716996143627,0.4159845092554351,-0.14129673152486896,0.9899672891870666
4.242424242424242,-0.8915842573351402,-0.45285484658127084,-0.86278924384168,0.5055637652275943,-0.040749778516636484,0.9991693828129669
4.343434343434343,-0.9327048555318336,-0.3606406140014481,-0.8074111967637828,0.5899891179847947,0.06021259274138136,0.9981855757700371
4.444444444444445,-0.9643171169287782,-0.2647498781834829,-0.7438021025875614,0.6683999043883256,0.16056113465351818,0.9870258973495958
4.545454545454545,-0.9860987744909296,-0.16616018460355267,-0.6726104158454094,0.7399967760039672,0.2592728572265236,0.9658041134234181
4.646464646464646,-0.9978277779792126,-0.06587659290724678,-0.5945618908109006,0.804049847954321,0.35534145680631124,0.9347365666725403
4.747474747474747,-0.9993845576124357,0.03507856903860484,-0.5104521828924431,0.8599061396340532,0.4477875747080109,0.8941399711102941
4.848484848484849,-0.9907532430056771,0.13567612713271912,-0.42113873742901414,0.9069962314346713,0.5356687811590903,0.8444281833830125
4.94949494949495,-0.9720218249588334,0.23489055281917826,-0.3275320485765898,0.9448400696177224,0.6180891827755394,0.7861079837629599
5.05050505050505,-0.9433812584459996,0.33171041770321597,-0.23058637739539722,0.9730518601593995,0.6942085556289712,0.7197739098435963
5.151515151515151,-0.9051235159501367,0.42514870442477243,-0.13129002376122229,0.9913440016769042,0.7632509107987943,0.6461021956043881
5.252525252525253,-0.8576386109880517,0.5142528686769626,-0.030655251272503185,0.9995300173428608,0.8245124050890503,0.5658438776325762
5.353535353535354,-0.8014106221689696,0.5981145497935533,0.0702920321375981,0.9975264558987731,0.877368516265173,0.4798171387796073
5.454545454545454,-0.7370127583189133,0.6758788309121296,0.1705227326844926,0.9853537423878863,0.9212804096636489,0.38889896730382223
5.555555555555555,-0.6651015149788224,0.7467529543114478,0.26901506169320927,0.9631359699347745,0.9558004312710241,0.2940162165291641
5.656565656565657,-0.5864099818472351,0.810014403075603,0.364764952088453,0.9310996346943267,0.9805766712737805,0.1961361561610515
5.757575757575758,-0.5017403693939113,0.865018266697566,0.456796294224158,0.8895713268665287,0.9953565515565789,0.09625661158276616
5.858585858585858,-0.4119558308308628,0.9112038155344026,0.5441708867047061,0.838974401315686,0.9999894005765887,-0.004604208343988149
5.959595959595959,-0.31797166281061867,0.9481002170917641,0.6259980007554833,0.7798246617350197,0.9944279893646849,-0.1054180912752177
6.0606060606060606,-0.22074597455506334,0.9753313358637337,0.7014434606400468,0.7127251023538563,0.9787290129949534,-0.20515730335994473
6.161616161616162,-0.12126992053716677,0.9926195677967009,0.7697381475548012,0.6383597607923788,0.9530525126142254,-0.302805066337589
6.262626262626262,-0.020557596287260064,0.9997886702873213,0.8301858403093366,0.5574867447302049,0.9176602439236874,-0.39736592295001677
6.363636363636363,0.08036429967028173,0.9967655588645231,0.882170312861655,0.47093050347749793,0.8729130087448591,-0.4878758849994509
6.4646464646464645,0.18046693235991093,0.983581052239521,0.9251616163533863,0.3795734232350701,0.8192669768729492,-0.5734122605991769
6.565656565656566,0.27872981867755725,0.9603695581285238,0.958721481603626,0.28434683172447733,0.7572690357139595,-0.6531030604344539
6.666666666666667,0.37415123057121996,0.9273677030509753,0.9825077869863732,0.1862215038902314,0.6875512151130604,-0.7261358871427264
6.767676767676767,0.4657584070256517,0.8849119200716687,0.9962780461443849,0.08619776546249334,0.6108242442095797,-0.7917662171915367
6.8686868686868685,0.5526174707464059,0.8334350190781794,0.999891879984406,-0.014704704731829768,0.5278703060024016,-0.849324990825615
6.96969696969697,0.6338429484489058,0.7734617745574747,0.9933124477533456,-0.11545726975057473,0.4395350634884124,-0.8982254327084249
7.070707070707071,0.7086067976992182,0.7056035758515253,0.9766068226064823,-0.21503282084014708,0.3467190386624611,-0.9379690337260493
7.171717171717171,0.7761468482835805,0.6305521944291881,0.9499453078390169,-0.3124162481604236,0.2503684322645008,-0.9681506329726878
7.2727272727272725,0.8357745720522589,0.5490727317130796,0.9135997007515598,-0.4066147891883181,0.15146547786076095,-0.9884625481101503
7.373737373737374,0.8868821020290788,0.4619958193539013,0.8679405218483525,-0.4966681493045529,0.05101842859304383,-0.9986977119949242
7.474747474747475,0.9289484292312513,0.3702091514654802,0.8134332376147854,-0.5816582913906825,-0.049948721325141075,-0.9987517835968972
7.575757575757575,0.9615447140268235,0.2746484351440477,0.7506335153806237,-0.6607187946375725,-0.15040667558270576,-0.9886242116902452
7.6767676767676765,0.9843386578838236,0.17628785152548898,0.6801815586426013,-0.7330436871582222,-0.2493313287966581,-0.9684182404728304
7.777777777777778,0.9970978909438748,0.07613012462407193,0.6027955805941995,-0.7978956623620046,-0.34571420661953484,-0.9383398570568265
7.878787878787879,0.9996923408861117,-0.02480370080544784,0.5192644823958439,-0.8546135953295947,-0.4385727464983107,-0.8986956915602347
7.979797979797979,0.9920955589323228,-0.12548466817409182,0.4304398108259298,-0.9026192825638824,-0.5269603142789314,-0.8498898912065315
8.080808080808081,0.9743849894755358,-0.22488639862108173,0.3372270772993522,-0.941423336409363,-0.609975854543509,-0.7924200002990308
8.181818181818182,0.9467411805833543,-0.3219955542979381,0.24057652675066077,-0.9706301740501315,-0.686773076301094,-0.7268718880710217
8.282828282828282,0.9094459434244625,-0.41582216870771727,0.14147345048722473,-0.9899420502267993,-0.7565690803897234,-0.6539137761190296
8.383838383838384,0.8628794793817834,-0.5054097387880672,0.04092814176678096,-0.9991620925613213,-0.8186523406388038,-0.5742894263057678
8.484848484848484,0.8075165041395626,-0.5898449758557073,-0.06003440350410713,-0.9981963085465233,-0.8723899574289373,-0.488810558577796
8.585858585858587,0.7439214082568444,-0.6682671160076288,-0.1603849359558254,-0.9870545437403375,-0.9172341097037371,-0.3983485759934291
8.686868686868687,0.6727425035622647,-0.7398766950653171,-0.2591004453028273,-0.965850381396558,-0.9527276396594235,-0.3038256813190479
8.787878787878787,0.5947054140244975,-0.80394369860703,-0.3551745892872576,-0.9347999845553208,-0.9785087131798469,-0.2062054757544524
8.88888888888889,0.510605678474283,-0.859815004003662,-0.44762795270254585,-0.8942198923974614,-0.9943145085067232,-0.10648313562735438
8.98989898989899,0.4213006405886069,-0.9069210385913591,-0.5355180319127226,-0.8445237933275321,-0.999983895541431,-0.005675267199388641
9.09090909090909,0.32770070881349983,-0.9447815861050266,-0.6179488430816055,-0.7862183076818456,-0.9954590784645811,0.09519045699253105
9.191919191919192,0.23076007532505177,-0.973010682179788,-0.6940800561619983,-0.7198978230541868,-0.980786184927883,0.1950857746085257
9.292929292929292,0.13146698864295842,-0.9913205490138658,-0.7631355615296713,-0.6462384348897807,-0.9561147958118764,0.29299231599073344
9.393939393939394,0.03083367906114098,-0.9995245290814802,-0.8244113819307094,-0.565991054119319,-0.9216964203433448,0.38791198579866576
9.494949494949495,-0.07011396040064677,-0.9975389879884077,-0.8772828490848947,-0.4799737520963931,-0.8778819321176329,0.47887713796067954
9.595959595959595,-0.1703468323280965,-0.9853841670717991,-0.9212109717842195,-0.38906342087682033,-0.8251179921639907,0.564960440214414
9.696969696969697,-0.26884312591038406,-0.9631839770525324,-0.95574793056776,-0.2941868338580845,-0.7639424955185428,0.6452843276733917
9.797979797979798,-0.3645987336558887,-0.9311647348436916,-0.9805416429581852,-0.19631119791000884,-0.6949790877241947,0.7190299490466625
9.8989898989899,-0.45663748763377376,-0.8896528563926016,-0.9953393527202028,-0.09643429331170436,-0.6189308071582806,0.7854455143104448
10.0,-0.5440211108893698,-0.8390715290764524,-0.9999902065507035,0.004425697988050785,-0.5365729180004349,0.8438539587324921
